File No,Player Name,Innings,Batting Position,Runs,Dots,1s,2s,3s,4s,6s,Balls Played,Wicket Method,Balls Bowled,Runs Given,Extras Given,Wickets Taken
573025.csv,PJ Hughes,2,3,23,32,8,2,1,2,0,45,caught,0,0,0,0
573025.csv,MJ Clarke,2,4,37,41,20,5,1,1,0,68,caught,0,0,0,0
573025.csv,AC Voges,2,5,28,19,16,2,0,2,0,39,caught,0,0,0,0
573025.csv,MS Wade,2,6,13,3,1,1,0,1,1,7,,0,0,0,0
573025.csv,GJ Maxwell,2,7,1,1,1,0,0,0,0,2,,61,33,1,1
573025.csv,BCJ Cutting,2,,0,0,0,0,0,0,0,0,,61,44,1,3
573025.csv,CJ McKay,2,,0,0,0,0,0,0,0,0,,60,41,0,1
573025.csv,JP Faulkner,2,,0,0,0,0,0,0,0,0,,61,59,3,2
573025.csv,MG Johnson,2,,0,0,0,0,0,0,0,0,,64,32,6,3
335355.csv,G Gambhir,1,1,35,11,15,2,0,4,0,32,caught,0,0,0,0
335355.csv,V Sehwag,1,2,49,17,7,3,0,6,2,35,caught,30,34,0,0
335355.csv,SK Raina,1,3,1,5,1,0,0,0,0,6,caught,0,0,0,0
335355.csv,Yuvraj Singh,1,4,37,16,7,4,0,4,1,32,caught,0,0,0,0
335355.csv,MS Dhoni,1,5,76,41,48,6,0,4,0,99,caught,0,0,0,0
335355.csv,RG Sharma,1,6,58,29,36,3,0,4,0,72,caught,0,0,0,0
335355.csv,YK Pathan,1,7,0,4,0,0,0,0,0,4,caught,24,29,0,1
335355.csv,IK Pathan,1,8,38,6,9,5,1,4,0,25,,61,67,1,1
335355.csv,P Kumar,1,9,1,0,1,0,0,0,0,1,,51,61,0,0
335355.csv,I Sharma,1,,0,0,0,0,0,0,0,0,,64,59,4,0
335355.csv,PP Chawla,1,,0,0,0,0,0,0,0,0,,48,53,1,1
335355.csv,Salman Butt,2,1,36,17,4,4,0,6,0,31,run out,0,0,0,0
335355.csv,Nasir Jamshed,2,2,53,19,15,1,0,9,0,44,retired hurt,0,0,0,0
335355.csv,Younis Khan,2,3,123,43,53,10,0,11,1,118,,0,0,0,0
335355.csv,Mohammad Yousuf,2,4,21,10,10,0,1,2,0,23,bowled,0,0,0,0
335355.csv,Misbah-ul-Haq,2,5,70,20,32,2,0,7,1,62,,0,0,0,0
335355.csv,Abdur Rauf,2,,0,0,0,0,0,0,0,0,,61,63,5,2
335355.csv,Iftikhar Anjum,2,,0,0,0,0,0,0,0,0,,60,51,0,3
335355.csv,Saeed Ajmal,2,,0,0,0,0,0,0,0,0,,61,46,4,1
335355.csv,Shahid Afridi,2,,0,0,0,0,0,0,0,0,,62,50,2,0
335355.csv,Sohail Tanvir,2,,0,0,0,0,0,0,0,0,,62,85,2,1
473923.csv,Kamran Akmal,1,1,8,19,4,0,0,1,0,24,caught,0,0,0,0
473923.csv,Mohammad Hafeez,1,2,0,9,0,0,0,0,0,9,caught,0,0,0,0
473923.csv,Younis Khan,1,3,24,22,14,1,0,2,0,39,caught,0,0,0,0
473923.csv,Asad Shafiq,1,4,4,12,0,0,0,1,0,13,lbw,0,0,0,0
473923.csv,Misbah-ul-Haq,1,5,50,56,28,2,0,3,1,90,bowled,0,0,0,0
473923.csv,Umar Akmal,1,6,0,1,0,0,0,0,0,1,caught,0,0,0,0
473923.csv,Shahid Afridi,1,7,15,18,9,3,0,0,0,30,caught,8,7,0,0
473923.csv,Abdul Razzaq,1,8,6,6,2,0,0,1,0,9,caught,24,21,0,0
473923.csv,Abdur Rehman,1,9,0,1,0,0,0,0,0,1,caught,6,10,0,0
473923.csv,Sohail Tanvir,1,10,6,13,2,0,0,1,0,16,caught,47,34,6,1
473923.csv,Shoaib Akhtar,1,11,1,1,1,0,0,0,0,2,,25,46,1,0
473923.csv,MJ Guptill,2,1,40,23,14,1,4,3,0,45,,0,0,0,0
473923.csv,JD Ryder,2,2,55,16,6,5,1,6,2,36,caught,0,0,0,0
473923.csv,LRPL Taylor,2,3,23,18,7,1,0,2,1,29,,0,0,0,0
473923.csv,DL Vettori,2,,0,0,0,0,0,0,0,0,,36,18,0,0
473923.csv,HK Bennett,2,,0,0,0,0,0,0,0,0,,49,25,1,3
473923.csv,JDP Oram,2,,0,0,0,0,0,0,0,0,,64,29,5,2
473923.csv,JEC Franklin,2,,0,0,0,0,0,0,0,0,,24,13,0,0
473923.csv,TG Southee,2,,0,0,0,0,0,0,0,0,,61,29,4,5
902641.csv,JJ Roy,1,1,0,2,0,0,0,0,0,2,bowled,0,0,0,0
902641.csv,JE Root,1,2,0,7,0,0,0,0,0,7,lbw,18,12,1,0
902641.csv,AD Hales,1,3,10,4,0,0,2,1,0,7,caught,0,0,0,0
902641.csv,EJG Morgan,1,4,76,62,22,2,2,11,0,99,caught,0,0,0,0
902641.csv,JWA Taylor,1,5,60,44,30,3,0,3,2,82,caught,0,0,0,0
902641.csv,JC Buttler,1,6,1,1,1,0,0,0,0,2,run out,0,0,0,0
902641.csv,MM Ali,1,7,7,6,5,1,0,0,0,12,caught,43,31,1,1
902641.csv,CR Woakes,1,8,33,25,17,6,0,1,0,49,run out,52,40,0,0
902641.csv,AU Rashid,1,9,7,6,7,0,0,0,0,13,caught,54,60,2,0
902641.csv,DJ Willey,1,10,13,13,11,1,0,0,0,25,bowled,42,43,0,0
902641.csv,RJW Topley,1,11,0,4,0,0,0,0,0,4,,57,23,4,3
902641.csv,Azhar Ali,2,1,8,10,0,0,0,2,0,12,lbw,0,0,0,0
902641.csv,Bilal Asif,2,2,2,6,2,0,0,0,0,8,lbw,24,32,0,0
902641.csv,Mohammad Hafeez,2,3,102,68,46,5,0,10,1,130,,0,0,0,0
902641.csv,Younis Khan,2,4,9,15,1,0,0,2,0,18,caught,0,0,0,0
902641.csv,Shoaib Malik,2,5,26,21,10,2,0,3,0,36,caught,60,45,0,3
902641.csv,Babar Azam,2,6,62,28,26,2,0,2,4,62,,0,0,0,0
902641.csv,Anwar Ali,2,,0,0,0,0,0,0,0,0,,36,32,1,2
902641.csv,Mohammad Irfan,2,,0,0,0,0,0,0,0,0,,63,32,3,3
902641.csv,Wahab Riaz,2,,0,0,0,0,0,0,0,0,,59,28,5,1
902641.csv,Yasir Shah,2,,0,0,0,0,0,0,0,0,,60,38,0,1
1085957.csv,L Winfield,1,1,24,24,4,2,0,4,0,34,caught,0,0,0,0
1085957.csv,TT Beaumont,1,2,148,81,39,6,1,22,1,150,caught,0,0,0,0
1085957.csv,SJ Taylor,1,3,147,34,45,3,0,24,0,106,caught,0,0,0,0
1085957.csv,NR Sciver,1,4,2,1,2,0,0,0,0,3,caught,45,44,9,2
1085957.csv,KH Brunt,1,5,4,1,0,0,0,1,0,2,caught and bowled,49,15,2,0
1085957.csv,HC Knight,1,6,22,1,4,1,0,4,0,10,,49,51,1,2
1085957.csv,DN Wyatt,1,7,3,1,3,0,0,0,0,4,,0,0,0,0
1085957.csv,A Hartley,1,,0,0,0,0,0,0,0,0,,61,52,3,1
1085957.csv,A Shrubsole,1,,0,0,0,0,0,0,0,0,,45,55,3,1
1085957.csv,D Hazell,1,,0,0,0,0,0,0,0,0,,62,63,7,3
1085957.csv,L Wolvaardt,2,1,67,71,29,1,0,9,0,110,caught,0,0,0,0
1085957.csv,L Lee,2,2,72,39,28,2,0,7,2,78,bowled,0,0,0,0
1085957.csv,T Chetty,2,3,6,2,4,1,0,0,0,7,run out,0,0,0,0
1085957.csv,M du Preez,2,4,43,12,19,4,0,4,0,39,caught,0,0,0,0
1085957.csv,D van Niekerk,2,5,9,10,5,0,0,1,0,16,caught,24,24,0,0
1085957.csv,CL Tryon,2,6,54,8,10,0,0,5,4,27,caught,12,22,0,0
1085957.csv,M Kapp,2,7,3,1,3,0,0,0,0,4,lbw,63,73,7,3
1085957.csv,S Luus,2,8,22,5,6,1,0,2,1,15,caught,24,26,1,0
1085957.csv,S Ismail,2,9,0,3,0,0,0,0,0,3,caught,63,82,8,1
1085957.csv,A Khaka,2,10,4,5,4,0,0,0,0,9,,63,61,6,0
1085957.csv,M Daniels,2,11,0,3,0,0,0,0,0,3,,60,62,1,1
1073416.csv,SM Kavanagh,1,1,7,21,3,0,0,1,0,25,caught,0,0,0,0
1073416.csv,CNIM Joyce,1,2,35,41,11,0,0,6,0,58,caught,0,0,0,0
1073416.csv,KJ Garth,1,3,98,65,40,8,0,9,1,123,run out,63,45,3,0
1073416.csv,L Delany,1,4,50,42,28,9,0,1,0,80,caught and bowled,0,0,0,0
1073416.csv,CMA Shillington,1,5,9,6,3,1,0,1,0,11,caught,0,0,0,0
1073416.csv,IMHC Joyce,1,6,4,2,0,0,0,1,0,3,caught,57,26,3,0
1073416.csv,GH Lewis,1,7,0,1,0,0,0,0,0,1,run out,42,27,0,0
1073416.csv,MV Waldron,1,8,10,0,2,0,0,2,0,4,,0,0,0,0
1073416.csv,AJ Kenealy,1,,0,0,0,0,0,0,0,0,,36,12,2,2
1073416.csv,CJ Metcalfe,1,,0,0,0,0,0,0,0,0,,48,25,0,3
1073416.csv,LK O'Reilly,1,,0,0,0,0,0,0,0,0,,67,21,8,4
1073416.csv,N Chantam,2,1,12,22,1,0,1,2,0,26,caught,0,0,0,0
1073416.csv,S Saengsakaorat,2,2,5,15,1,0,0,1,0,17,caught,0,0,0,0
1073416.csv,N Boochatham,2,3,44,64,12,4,0,6,0,86,lbw,61,19,1,0
1073416.csv,N Koncharoenkai,2,4,18,40,4,3,0,2,0,49,bowled,0,0,0,0
1073416.csv,S Tippoch,2,5,42,28,26,2,0,3,0,59,run out,60,20,0,0
1073416.csv,N Chaiwai,2,6,8,3,3,0,0,0,0,7,run out,0,0,0,0
1073416.csv,C Sutthiruang,2,7,0,2,0,0,0,0,0,2,caught,38,37,2,2
1073416.csv,R Padunglerd,2,8,9,11,5,2,0,0,0,18,bowled,31,24,1,3
1073416.csv,S Saenya,2,9,5,6,1,0,0,1,0,8,bowled,0,0,0,0
1073416.csv,S Laomi,2,10,11,19,7,0,0,1,0,27,,60,56,0,2
1073416.csv,R Sangsoma,2,11,2,12,2,0,0,0,0,14,,55,57,1,0
366625.csv,G Gambhir,1,1,5,11,5,0,0,0,0,16,caught,0,0,0,0
366625.csv,V Sehwag,1,2,40,15,8,1,0,3,3,30,caught,0,0,0,0
366625.csv,SK Raina,1,3,8,17,4,0,0,1,0,22,caught,0,0,0,0
366625.csv,RG Sharma,1,4,43,40,31,1,0,1,1,74,,0,0,0,0
366625.csv,Yuvraj Singh,1,5,11,17,5,3,0,0,0,25,caught,0,0,0,0
366625.csv,MS Dhoni,1,6,9,15,5,0,0,1,0,21,bowled,0,0,0,0
366625.csv,YK Pathan,1,7,0,5,0,0,0,0,0,5,bowled,0,0,0,0
366625.csv,Harbhajan Singh,1,8,1,4,1,0,0,0,0,5,run out,24,15,0,0
366625.csv,Z Khan,1,9,5,7,2,0,1,0,0,10,run out,49,50,1,0
366625.csv,P Kumar,1,10,6,10,0,1,0,1,0,12,caught,24,22,0,1
366625.csv,I Sharma,1,11,3,4,3,0,0,0,0,7,caught,44,63,0,1
366625.csv,JD Ryder,2,1,63,26,11,2,0,6,4,49,bowled,55,28,1,3
366625.csv,BB McCullum,2,2,2,6,2,0,0,0,0,8,bowled,0,0,0,0
366625.csv,MJ Guptill,2,3,57,25,17,0,0,7,2,51,,0,0,0,0
366625.csv,LRPL Taylor,2,4,28,23,4,1,0,4,1,33,,0,0,0,0
366625.csv,DL Vettori,2,,0,0,0,0,0,0,0,0,,24,19,1,1
366625.csv,IE O'Brien,2,,0,0,0,0,0,0,0,0,,50,37,12,2
366625.csv,JDP Oram,2,,0,0,0,0,0,0,0,0,,55,21,2,3
366625.csv,KD Mills,2,,0,0,0,0,0,0,0,0,,43,26,2,1
1085968.csv,L Winfield,1,1,11,12,3,0,0,2,0,17,caught,0,0,0,0
1085968.csv,TT Beaumont,1,2,93,52,41,3,0,10,1,107,caught,0,0,0,0
1085968.csv,SJ Taylor,1,3,8,7,4,0,0,1,0,12,caught and bowled,0,0,0,0
1085968.csv,HC Knight,1,4,8,19,8,0,0,0,0,27,lbw,44,29,4,2
1085968.csv,NR Sciver,1,5,129,35,47,16,2,11,0,111,caught,12,12,0,0
1085968.csv,FC Wilson,1,6,10,3,4,3,0,0,0,10,caught,0,0,0,0
1085968.csv,KH Brunt,1,7,9,2,5,0,0,1,0,8,caught,30,19,1,0
1085968.csv,JL Gunn,1,8,1,2,1,0,0,0,0,3,stumped,37,30,2,2
1085968.csv,LA Marsh,1,9,5,0,3,1,0,0,0,4,,61,43,5,1
1085968.csv,A Shrubsole,1,10,0,1,0,0,0,0,0,1,bowled,42,19,0,2
1085968.csv,A Hartley,1,11,1,4,1,0,0,0,0,5,,58,44,1,3
1085968.csv,SW Bates,2,1,44,44,16,2,0,6,0,68,stumped,49,50,2,1
1085968.csv,RH Priest,2,2,12,2,0,0,0,3,0,5,bowled,0,0,0,0
1085968.csv,AE Satterthwaite,2,3,35,31,13,1,0,5,0,50,caught and bowled,0,0,0,0
1085968.csv,KJ Martin,2,4,21,17,11,1,0,2,0,31,bowled,0,0,0,0
1085968.csv,SFM Devine,2,5,8,5,4,0,0,1,0,10,caught,0,0,0,0
1085968.csv,KT Perkins,2,6,43,24,23,3,2,2,0,54,,0,0,0,0
1085968.csv,EM Bermingham,2,7,19,16,5,0,0,2,1,24,caught,43,40,2,1
1085968.csv,LM Kasperek,2,8,3,3,3,0,0,0,0,6,bowled,62,47,2,2
1085968.csv,LMM Tahuhu,2,9,11,16,5,1,0,1,0,23,bowled,48,46,0,1
1085968.csv,HR Huddleston,2,10,0,13,0,0,0,0,0,13,lbw,48,42,2,0
1085968.csv,AC Kerr,2,,0,0,0,0,0,0,0,0,run out,55,50,1,4
534218.csv,SR Watson,1,1,28,41,7,2,1,2,1,54,bowled,6,5,0,0
534218.csv,DA Warner,1,2,2,17,2,0,0,0,0,19,lbw,6,8,0,0
534218.csv,PJ Forrest,1,3,0,1,0,0,0,0,0,1,lbw,0,0,0,0
534218.csv,MJ Clarke,1,4,43,60,16,4,1,4,0,85,bowled,30,17,0,0
534218.csv,GJ Bailey,1,5,9,5,3,1,0,1,0,10,bowled,0,0,0,0
534218.csv,DJ Hussey,1,6,70,37,24,5,0,9,0,75,caught,54,47,1,0
534218.csv,MS Wade,1,7,0,1,0,0,0,0,0,1,caught,0,0,0,0
534218.csv,B Lee,1,8,27,29,7,3,0,2,1,42,caught,14,12,0,0
534218.csv,CJ McKay,1,9,6,9,2,0,0,1,0,12,caught,61,28,1,2
534218.csv,JL Pattinson,1,10,8,1,2,3,0,0,0,6,,62,44,2,0
534218.csv,BW Hilfenhaus,1,,0,0,0,0,0,0,0,0,,60,34,2,0
534218.csv,AN Cook,2,1,29,35,6,0,1,5,0,47,caught,0,0,0,0
534218.csv,IR Bell,2,2,69,60,20,5,1,9,0,95,bowled,0,0,0,0
534218.csv,IJL Trott,2,3,64,60,33,6,1,4,0,104,,0,0,0,0
534218.csv,RS Bopara,2,4,33,29,11,2,2,3,0,47,,55,28,2,1
534218.csv,JM Anderson,2,,0,0,0,0,0,0,0,0,,60,34,0,2
534218.csv,SCJ Broad,2,,0,0,0,0,0,0,0,0,,55,33,2,0
534218.csv,SR Patel,2,,0,0,0,0,0,0,0,0,,18,18,0,0
534218.csv,ST Finn,2,,0,0,0,0,0,0,0,0,,61,36,1,4
534218.csv,TT Bresnan,2,,0,0,0,0,0,0,0,0,,56,44,2,2
936143.csv,Q de Kock,1,1,12,9,7,1,1,0,0,18,caught,0,0,0,0
936143.csv,HM Amla,1,2,25,12,5,0,0,5,0,22,bowled,0,0,0,0
936143.csv,RR Rossouw,1,3,122,55,42,6,0,14,2,119,caught,0,0,0,0
936143.csv,F du Plessis,1,4,11,12,3,0,0,2,0,17,bowled,0,0,0,0
936143.csv,JP Duminy,1,5,73,35,33,4,0,8,0,80,caught,6,8,0,0
936143.csv,DA Miller,1,6,39,7,15,4,0,4,0,30,caught,0,0,0,0
936143.csv,AL Phehlukwayo,1,7,11,3,5,0,0,0,1,9,bowled,56,49,5,2
936143.csv,K Rabada,1,8,9,2,3,0,0,0,1,6,,59,79,5,2
936143.csv,KJ Abbott,1,9,0,2,0,0,0,0,0,2,caught,60,48,1,3
936143.csv,DW Steyn,1,10,6,2,2,0,0,1,0,5,,57,55,2,1
936143.csv,Imran Tahir,1,,0,0,0,0,0,0,0,0,,60,42,2,2
936143.csv,DA Warner,2,1,173,49,56,9,1,24,0,139,run out,0,0,0,0
936143.csv,AJ Finch,2,2,19,32,5,1,0,3,0,41,bowled,0,0,0,0
936143.csv,SPD Smith,2,3,0,2,0,0,0,0,0,2,bowled,0,0,0,0
936143.csv,GJ Bailey,2,4,2,6,2,0,0,0,0,8,bowled,0,0,0,0
936143.csv,MR Marsh,2,5,35,21,13,1,0,2,2,39,bowled,42,53,0,0
936143.csv,TM Head,2,6,35,22,15,2,0,4,0,43,caught,51,46,5,0
936143.csv,MS Wade,2,7,7,1,5,1,0,0,0,7,caught,0,0,0,0
936143.csv,JM Mennie,2,8,0,2,0,0,0,0,0,2,caught,61,48,5,3
936143.csv,CP Tremain,2,9,0,3,0,0,0,0,0,3,run out,62,62,3,3
936143.csv,A Zampa,2,10,6,5,4,1,0,0,0,10,,31,32,1,0
936143.csv,SM Boland,2,11,4,0,4,0,0,0,0,4,run out,61,67,5,2
366623.csv,V Sehwag,1,1,77,20,21,3,0,11,1,56,caught,0,0,0,0
366623.csv,SR Tendulkar,1,2,20,12,7,1,1,2,0,23,caught,0,0,0,0
366623.csv,MS Dhoni,1,3,84,32,43,7,1,6,0,89,,0,0,0,0
366623.csv,Yuvraj Singh,1,4,2,11,2,0,0,0,0,13,run out,36,42,1,2
366623.csv,SK Raina,1,5,66,10,18,2,0,5,4,39,caught,0,0,0,0
366623.csv,YK Pathan,1,6,20,2,4,1,0,2,1,10,,25,21,5,1
366623.csv,Harbhajan Singh,1,,0,0,0,0,0,0,0,0,,24,27,1,3
366623.csv,MM Patel,1,,0,0,0,0,0,0,0,0,,12,14,0,0
366623.csv,P Kumar,1,,0,0,0,0,0,0,0,0,,38,26,3,2
366623.csv,Z Khan,1,,0,0,0,0,0,0,0,0,,37,18,4,1
366623.csv,JD Ryder,2,1,11,19,4,0,1,1,0,25,caught,18,27,0,0
366623.csv,BB McCullum,2,2,0,5,0,0,0,0,0,5,caught,0,0,0,0
366623.csv,MJ Guptill,2,3,64,31,28,8,0,5,0,72,caught,0,0,0,0
366623.csv,LRPL Taylor,2,4,31,8,9,5,0,3,0,25,caught,0,0,0,0
366623.csv,GD Elliott,2,5,11,2,7,2,0,0,0,11,run out,12,20,1,1
366623.csv,JDP Oram,2,6,0,1,0,0,0,0,0,1,caught,12,19,0,0
366623.csv,NT Broom,2,7,2,5,2,0,0,0,0,7,stumped,0,0,0,0
366623.csv,KD Mills,2,8,0,2,0,0,0,0,0,2,caught,44,67,2,0
366623.csv,IG Butler,2,9,0,1,0,0,0,0,0,1,caught,48,42,1,1
366623.csv,DL Vettori,2,10,26,3,5,3,1,3,0,15,,48,42,0,2
366623.csv,IE O'Brien,2,11,3,5,3,0,0,0,0,8,,48,52,0,0
452151.csv,WU Tharanga,1,1,69,52,35,4,2,5,0,98,caught,0,0,0,0
452151.csv,TM Dilshan,1,2,78,34,15,6,1,9,2,67,stumped,48,35,0,1
452151.csv,LD Chandimal,1,3,6,8,4,1,0,0,0,13,caught,0,0,0,0
452151.csv,CK Kapugedera,1,4,12,4,12,0,0,0,0,16,caught and bowled,12,8,0,0
452151.csv,TT Samaraweera,1,5,16,18,12,0,0,1,0,31,run out,0,0,0,0
452151.csv,BMAJ Mendis,1,6,7,4,3,0,0,1,0,8,caught,49,41,1,0
452151.csv,HDRL Thirimanne,1,7,15,10,9,3,0,0,0,22,caught,0,0,0,0
452151.csv,NLTC Perera,1,8,8,8,8,0,0,0,0,16,bowled,12,24,0,0
452151.csv,S Randiv,1,9,9,4,5,0,0,1,0,10,,54,38,0,0
452151.csv,T Thushara,1,10,7,6,1,0,0,0,1,8,caught,65,40,16,1
452151.csv,CRD Fernando,1,11,0,3,0,0,0,0,0,3,run out,55,36,1,0
452151.csv,H Masakadza,2,1,3,14,3,0,0,0,0,17,caught,18,12,0,1
452151.csv,BRM Taylor,2,2,119,58,64,5,1,9,1,138,,0,0,0,0
452151.csv,CJ Chibhabha,2,3,58,47,28,4,0,4,1,84,lbw,24,40,0,0
452151.csv,T Taibu,2,4,42,28,20,5,2,0,1,56,,0,0,0,0
452151.csv,AG Cremer,2,,0,0,0,0,0,0,0,0,,48,33,0,3
452151.csv,CB Mpofu,2,,0,0,0,0,0,0,0,0,,55,31,2,2
452151.csv,E Chigumbura,2,,0,0,0,0,0,0,0,0,,25,31,3,0
452151.csv,P Utseya,2,,0,0,0,0,0,0,0,0,,60,41,0,2
452151.csv,RW Price,2,,0,0,0,0,0,0,0,0,,62,39,4,2
754729.csv,Q de Kock,1,1,17,25,12,1,1,0,0,39,caught and bowled,0,0,0,0
754729.csv,HM Amla,1,2,18,16,2,2,0,3,0,23,caught,0,0,0,0
754729.csv,F du Plessis,1,3,28,20,14,1,0,3,0,38,caught,0,0,0,0
754729.csv,AB de Villiers,1,4,91,32,40,9,3,6,0,90,caught,0,0,0,0
754729.csv,DA Miller,1,5,45,31,27,1,0,4,0,63,caught,0,0,0,0
754729.csv,F Behardien,1,6,22,7,14,0,0,2,0,23,run out,19,12,1,0
754729.csv,R McLaren,1,7,13,8,3,1,0,2,0,14,caught,61,61,7,1
754729.csv,RJ Peterson,1,8,11,6,5,0,0,0,1,12,bowled,49,43,1,1
754729.csv,WD Parnell,1,9,3,1,1,1,0,0,0,3,,58,48,4,2
754729.csv,DW Steyn,1,10,0,4,0,0,0,0,0,4,,54,47,1,2
754729.csv,KJ Abbott,1,,0,0,0,0,0,0,0,0,,60,43,0,1
754729.csv,AJ Finch,2,1,22,23,10,2,0,2,0,37,caught,0,0,0,0
754729.csv,DA Warner,2,2,4,5,2,1,0,0,0,8,lbw,0,0,0,0
754729.csv,SR Watson,2,3,19,13,9,1,0,2,0,25,caught,30,25,4,0
754729.csv,SPD Smith,2,4,104,44,54,8,2,7,0,115,bowled,18,27,0,0
754729.csv,GJ Bailey,2,5,16,15,12,2,0,0,0,29,caught,0,0,0,0
754729.csv,GJ Maxwell,2,6,2,3,2,0,0,0,0,5,caught,54,43,0,1
754729.csv,MS Wade,2,7,52,30,23,2,1,4,1,61,caught,0,0,0,0
754729.csv,JP Faulkner,2,8,34,6,6,2,0,6,0,20,,60,45,1,3
754729.csv,PJ Cummins,2,9,1,0,1,0,0,0,0,1,,65,56,8,2
754729.csv,MA Starc,2,,0,0,0,0,0,0,0,0,,63,37,4,1
754729.csv,NM Coulter-Nile,2,,0,0,0,0,0,0,0,0,,19,15,2,1
1089529.csv,MV Waldron,1,1,8,11,1,0,1,1,0,14,lbw,0,0,0,0
1089529.csv,L Paul,1,2,14,38,6,0,0,2,0,46,caught and bowled,14,12,2,1
1089529.csv,GH Lewis,1,3,12,20,4,2,0,1,0,27,run out,49,28,3,1
1089529.csv,SM Kavanagh,1,4,11,30,5,1,0,1,0,37,lbw,14,3,2,1
1089529.csv,L Delany,1,5,10,3,2,0,0,2,0,7,caught,0,0,0,0
1089529.csv,J Gray,1,6,11,12,7,0,0,1,0,20,run out,0,0,0,0
1089529.csv,Rachel Delaney,1,7,12,30,10,1,0,0,0,41,lbw,65,29,6,0
1089529.csv,AJ Kenealy,1,8,0,6,0,0,0,0,0,6,caught and bowled,14,4,2,0
1089529.csv,L Little,1,9,7,15,5,1,0,0,0,21,stumped,21,11,3,1
1089529.csv,L Maritz,1,10,26,24,6,0,0,5,0,35,,50,34,2,1
1089529.csv,A Beggs,1,11,10,28,2,2,0,1,0,33,stumped,41,8,5,0
1089529.csv,L Tshuma,2,1,5,16,1,0,0,1,0,18,caught,55,26,1,1
1089529.csv,CS Mugeri,2,2,42,72,22,0,0,5,0,99,run out,0,0,0,0
1089529.csv,M Mupachikwa,2,3,37,41,13,2,0,5,0,61,run out,0,0,0,0
1089529.csv,AC Mushangwe,2,4,39,51,13,1,0,6,0,71,,14,4,2,0
1089529.csv,M Musonda,2,5,0,3,0,0,0,0,0,3,bowled,0,0,0,0
1089529.csv,E Mbofana,2,6,5,7,1,0,0,1,0,9,bowled,51,25,14,2
1089529.csv,P Mujaji,2,7,1,6,1,0,0,0,0,7,,0,0,0,0
1089529.csv,J Nkomo,2,,0,0,0,0,0,0,0,0,,63,30,8,1
1089529.csv,P Marange,2,,0,0,0,0,0,0,0,0,,43,13,2,1
1089529.csv,T Granger,2,,0,0,0,0,0,0,0,0,,61,23,2,5
434259.csv,G Gambhir,1,1,8,8,2,1,0,1,0,12,bowled,0,0,0,0
434259.csv,V Sehwag,1,2,47,14,6,1,1,9,0,31,caught,30,26,0,0
434259.csv,V Kohli,1,3,9,6,5,0,0,1,0,12,caught,0,0,0,0
434259.csv,Yuvraj Singh,1,4,74,50,23,6,1,6,2,88,caught,32,17,2,0
434259.csv,MS Dhoni,1,5,37,43,25,0,0,3,0,71,caught,0,0,0,0
434259.csv,SK Raina,1,6,35,28,15,2,0,4,0,49,bowled,0,0,0,0
434259.csv,RA Jadeja,1,7,39,11,17,2,0,3,1,34,caught,24,31,0,0
434259.csv,Harbhajan Singh,1,8,1,1,1,0,0,0,0,2,caught,60,47,0,3
434259.csv,Z Khan,1,9,2,2,2,0,0,0,0,4,bowled,57,50,7,0
434259.csv,A Nehra,1,10,4,3,2,1,0,0,0,6,,53,50,6,1
434259.csv,S Sreesanth,1,11,1,2,1,0,0,0,0,3,,45,44,3,1
434259.csv,WU Tharanga,2,1,30,35,9,1,1,4,0,50,caught and bowled,0,0,0,0
434259.csv,HDRL Thirimanne,2,2,22,17,4,1,0,4,0,26,caught,0,0,0,0
434259.csv,KC Sangakkara,2,3,60,41,31,5,1,4,0,82,caught,0,0,0,0
434259.csv,TT Samaraweera,2,4,105,45,44,7,1,11,0,108,,12,12,0,0
434259.csv,SHT Kandamby,2,5,8,6,4,0,0,1,0,11,caught,25,21,2,0
434259.csv,S Randiv,2,6,4,5,4,0,0,0,0,9,run out,60,36,1,0
434259.csv,NLTC Perera,2,7,36,5,0,3,0,6,1,15,,37,26,1,2
434259.csv,RAS Lakmal,2,,0,0,0,0,0,0,0,0,,49,47,2,0
434259.csv,T Thushara,2,,0,0,0,0,0,0,0,0,,61,61,3,2
434259.csv,UWMBCA Welegedara,2,,0,0,0,0,0,0,0,0,,68,54,13,5
527014.csv,V Sibanda,1,1,5,11,1,0,0,1,0,13,caught,3,1,0,0
527014.csv,CJ Chibhabha,1,2,6,18,0,1,0,1,0,20,caught,6,4,0,0
527014.csv,H Masakadza,1,3,0,11,0,0,0,0,0,11,bowled,18,13,0,1
527014.csv,BRM Taylor,1,4,128,49,49,9,1,7,5,120,,0,0,0,0
527014.csv,T Taibu,1,5,4,9,2,1,0,0,0,12,caught,0,0,0,0
527014.csv,F Mutizwa,1,6,69,53,34,7,1,3,1,99,caught,0,0,0,0
527014.csv,E Chigumbura,1,7,9,8,3,1,0,1,0,13,caught,25,20,1,0
527014.csv,P Utseya,1,8,7,7,5,1,0,0,0,13,,55,40,1,0
527014.csv,CB Mpofu,1,,0,0,0,0,0,0,0,0,,62,44,4,0
527014.csv,KM Jarvis,1,,0,0,0,0,0,0,0,0,,40,55,4,0
527014.csv,RW Price,1,,0,0,0,0,0,0,0,0,,61,44,1,0
527014.csv,RJ Nicol,2,1,108,65,52,6,0,11,0,134,,30,23,0,0
527014.csv,MJ Guptill,2,2,74,57,30,3,2,5,2,99,caught,0,0,0,0
527014.csv,BB McCullum,2,3,39,13,19,1,0,3,1,37,,0,0,0,0
